t	s	v	ve	vh	zmixreal	zmix	zhm	qin	qhin	qout	qhout	srf	iin	temp	temph	pin	phin	nin	nhin	pomin	pomhin	xin1	xhin1	xin2	xhin2	zin	zhin	oin	ohin	ae	ah
278	161.3	11423000.0000001	11423000.0000001	0	7.30000000000001	3.45732445520582	0	130464	0	130464	0	1	353.5	12.2671428571429	12.2671428571429	249.287402904424	249.287402904424	9.52661398176292	9.52661398176292	51.7433823529412	51.7433823529412	0	0	0	0	0	0	10.8871290686537	10.8871290686537	0	0
279	161.29	11388900	11388900	0	7.28999999999999	3.45201867119301	0	121824	0	155924.000000063	0	1	694.5	12.0214285714286	12.0214285714286	266.96736055722	266.96736055722	10.2022603634482	10.2022603634482	51.7433823529412	51.7433823529412	0	0	0	0	0	0	10.9461411352734	10.9461411352734	0	0
280	161.28	11354800	11354800	0	7.28	3.44669742593492	0	121824	0	155923.999999966	0	1	465	11.7757142857143	11.7757142857143	266.96736055722	266.96736055722	10.2022603634482	10.2022603634482	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.0054730680382	11.0054730680382	0	0
281	161.27	11320700.0000001	11320700.0000001	0	7.27000000000001	3.44136065175098	0	121824	0	155923.999999965	0	1	453	11.53	11.53	266.96736055722	266.96736055722	10.2022603634482	10.2022603634482	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.0651266007352	11.0651266007352	0	0
282	161.27	11320700.0000001	11320700.0000001	0	7.27000000000001	3.44136065175098	0	139968	0	139968	0	1.14893617021277	299	11.2842857142857	11.2842857142857	232.360480484988	232.360480484988	8.87974513114938	8.87974513114938	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.1251034765488	11.1251034765488	0	0
283	161.28	11354800	11354800	0	7.28	3.44669742593492	0	315360	0	281260.000000035	0	2.25308641975309	187	11.0385714285714	11.0385714285714	103.129857091967	103.129857091967	3.94114715409918	3.94114715409918	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.1854054481126	11.1854054481126	0	0
284	161.32	11491200	11491200	0	7.32	3.46788990825688	0	249696	0	113296.000000037	0	2.02777777777778	389	10.7928571428571	10.7928571428571	130.250511552139	130.250511552139	4.97757339531557	4.97757339531557	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.2460342775598	11.2460342775598	0	0
285	161.31	11457100	11457100	0	7.31	3.46261484526112	0	207360	0	241459.999999966	0	1.825	248.5	10.5471428571429	10.5471428571429	156.843324327367	156.843324327367	5.99382796352583	5.99382796352583	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.3069917365749	11.3069917365749	0	0
286	161.29	11388900	11388900	0	7.28999999999999	3.45201867119301	0	207360	0	275560.00000003	0	1.6425	324	10.3014285714286	10.3014285714286	156.843324327367	156.843324327367	5.99382796352583	5.99382796352583	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.3682796064458	11.3682796064458	0	0
287	161.25	11252500	11252500	0	7.25	3.43064024390244	0	235008	0	371407.999999961	0	1.47825	102	10.0557142857143	10.0557142857143	138.391168524147	138.391168524147	5.28867173252279	5.28867173252279	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.4298996781154	11.4298996781154	0	0
288	161.26	11286600	11286600	0	7.25999999999999	3.43600828056503	0	384480	0	350380.000000034	0	1.63602941176471	213	9.81	9.81	76.8793226053127	76.8793226053127	2.46514189900478	2.46514189900478	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.4918537522344	11.4918537522344	0	0
289	161.32	11491200	11491200	0	7.32	3.46788990825688	0	406944	0	202344.000000009	0	1.47242647058824	242	9.45916666666667	9.45916666666667	72.635453416909	72.635453416909	2.32906187910218	2.32906187910218	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.5808948926788	11.5808948926788	0	0
290	161.37	11661700	11661700	0	7.37	3.49403763183126	0	281664	0	111163.999999976	0	1.32518382352941	467.5	9.10833333333333	9.10833333333333	104.942633617681	104.942633617681	3.36499430999119	3.36499430999119	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.6706259413714	11.6706259413714	0	0
291	161.39	11729899.9999999	11729899.9999999	0	7.38999999999999	3.50439173040152	0	221184	0	152984.000000069	0	1.19266544117647	571.5	8.7575	8.7575	133.637884997516	133.637884997516	4.28510994162941	4.28510994162941	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.761052243857	11.761052243857	0	0
292	161.4	11764000	11764000	0	7.4	3.50954653937948	0	182304	0	148203.999999937	0	1.07339889705882	562	8.40666666666667	8.40666666666667	162.138855731584	162.138855731584	5.19899594813805	5.19899594813805	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.8521791870985	11.8521791870985	0	0
293	161.41	11798100	11798100	0	7.41	3.5146866062917	0	171072	0	136972.00000003	0	1	99	8.05583333333333	8.05583333333333	172.784336158405	172.784336158405	5.5403441669552	5.5403441669552	51.7433823529412	51.7433823529412	0	0	0	0	0	0	11.9440121997981	11.9440121997981	0	0
294	161.41	11798100	11798100	0	7.41	3.5146866062917	0	171072	0	171072	0	1	543	7.705	7.705	172.784336158405	172.784336158405	5.5403441669552	5.5403441669552	51.7433823529412	51.7433823529412	0	0	0	0	0	0	12.0365567527206	12.0365567527206	0	0
295	161.4	11764000	11764000	0	7.4	3.50954653937948	0	171072	0	205171.99999997	0	1	459.5	7.35416666666667	7.35416666666667	172.784336158405	172.784336158405	5.5403441669552	5.5403441669552	51.7433823529412	51.7433823529412	0	0	0	0	0	0	12.1298183590196	12.1298183590196	0	0
296	161.4	11764000	11764000	0	7.4	3.50954653937948	0	171072	0	171072	0	1	281	7.00333333333333	7.00333333333333	172.784336158405	172.784336158405	5.5403441669552	5.5403441669552	51.7433823529412	51.7433823529412	0	0	0	0	0	0	12.2238025745653	12.2238025745653	0	0
297	161.39	11729899.9999999	11729899.9999999	0	7.38999999999999	3.50439173040152	0	182304	0	216404.000000063	0	1.06565656565657	347.5	6.6525	6.6525	162.138855731584	162.138855731584	5.19899594813805	5.19899594813805	51.7433823529412	51.7433823529412	0	0	0	0	0	0	12.3185149982763	12.3185149982763	0	0
298	161.38	11695800	11695800	0	7.38	3.4992221158449	0	171072	0	205171.999999966	0	1	204	6.30166666666667	6.30166666666667	172.784336158405	172.784336158405	5.5403441669552	5.5403441669552	51.7433823529412	51.7433823529412	0	0	0	0	0	0	12.4139612724525	12.4139612724525	0	0
299	161.38	11695800	11695800	0	7.38	3.4992221158449	0	195264	0	195264	0	1.14141414141414	213	5.95083333333333	5.95083333333333	151.377427253824	151.377427253824	4.85392984538553	4.85392984538553	51.7433823529412	51.7433823529412	0	0	0	0	0	0	12.5101470831113	12.5101470831113	0	0
300	161.38	11695800	11695800	0	7.38	3.4992221158449	0	160704	0	160704	0	1.02727272727273	533.5	5.6	5.6	111.5	111.5	4.4825	4.4825	51.7433823529412	51.7433823529412	0	0	0	0	0	0	12.6070781603269	12.6070781603269	0	0
301	161.37	11661700	11661700	0	7.37	3.49403763183126	0	160704	0	194803.999999965	0	1	491	4.7	4.7	111.5	111.5	4.4825	4.4825	51.7433823529412	51.7433823529412	0	0	0	0	0	0	12.8591859385989	12.8591859385989	0	0
302	161.36	11627600	11627600	0	7.36000000000001	3.48883821411426	0	160704	0	194803.999999966	0	1	179.5	3.8	3.8	118.957023477915	118.957023477915	5.72780620771986	5.72780620771986	51.7433823529412	51.7433823529412	0	0	0	0	0	0	13.1163351968283	13.1163351968283	0	0
303	161.34	11559400	11559400	0	7.34	3.47839431872894	0	149472	0	217672.00000003	0	1	342	3.89285714285714	3.89285714285714	127.89599056007	127.89599056007	6.15821939095892	6.15821939095892	51.7433823529412	51.7433823529412	0	0	0	0	0	0	13.0895677481292	13.0895677481292	0	0
304	161.34	11559400	11559400	0	7.34	3.47839431872894	0	160704	0	160704	0	1.07514450867052	191	3.98571428571429	3.98571428571429	118.957023477915	118.957023477915	5.72780620771986	5.72780620771986	51.7433823529412	51.7433823529412	0	0	0	0	0	0	13.0628549256881	13.0628549256881	0	0
305	161.34	11559400	11559400	0	7.34	3.47839431872894	0	160704	0	160704	0	1	413.5	4.07857142857143	4.07857142857143	118.957023477915	118.957023477915	5.72780620771986	5.72780620771986	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.0361966180251	13.0361966180251	0	0
306	161.34	11559400	11559400	0	7.34	3.47839431872894	0	149472	0	149472	0	1	136.5	4.17142857142857	4.17142857142857	127.89599056007	127.89599056007	6.15821939095892	6.15821939095892	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.0095927138882	13.0095927138882	0	0
307	161.33	11525300	11525300	0	7.33000000000001	3.47314971070396	0	149472	0	183571.999999966	0	1	125	4.26428571428571	4.26428571428571	127.89599056007	127.89599056007	6.15821939095892	6.15821939095892	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.9830431022521	12.9830431022521	0	0
308	161.33	11525300	11525300	0	7.33000000000001	3.47314971070396	0	149472	0	149472	0	1	450.5	4.35714285714286	4.35714285714286	127.89599056007	127.89599056007	6.15821939095892	6.15821939095892	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.9565476723181	12.9565476723181	0	0
309	161.32	11491200	11491200	0	7.32	3.46788990825688	0	149472	0	183572.000000061	0	1	207.5	4.45	4.45	127.89599056007	127.89599056007	6.15821939095892	6.15821939095892	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.9301063135139	12.9301063135139	0	0
310	161.32	11491200	11491200	0	7.32	3.46788990825688	0	149472	0	149472	0	1	89	4.54285714285714	4.54285714285714	127.89599056007	127.89599056007	6.15821939095892	6.15821939095892	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.9037189154925	12.9037189154925	0	0
311	161.32	11491200	11491200	0	7.32	3.46788990825688	0	149472	0	149472	0	1	226.5	4.63571428571429	4.63571428571429	127.89599056007	127.89599056007	6.15821939095892	6.15821939095892	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.8773853681323	12.8773853681323	0	0
312	161.32	11491200	11491200	0	7.32	3.46788990825688	0	171072	0	171072	0	1.14450867052023	72	4.72857142857143	4.72857142857143	111.747506903496	111.747506903496	5.38066643755502	5.38066643755502	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.8511055615364	12.8511055615364	0	0
313	161.32	11491200	11491200	0	7.32	3.46788990825688	0	207360	0	207360	0	1.21212121212121	212.5	4.82142857142857	4.82142857142857	92.191693195384	92.191693195384	4.43904981098289	4.43904981098289	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.8248793860321	12.8248793860321	0	0
314	161.33	11525300	11525300	0	7.33000000000001	3.47314971070396	0	160704	0	126603.999999939	0	1.09090909090909	322.5	4.91428571428571	4.91428571428571	118.957023477915	118.957023477915	5.72780620771986	5.72780620771986	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.7987067321706	12.7987067321706	0	0
315	161.33	11525300	11525300	0	7.33000000000001	3.47314971070396	0	149472	0	149472	0	1	317	5.00714285714286	5.00714285714286	127.89599056007	127.89599056007	6.15821939095892	6.15821939095892	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.7725874907265	12.7725874907265	0	0
316	161.33	11525300	11525300	0	7.33000000000001	3.47314971070396	0	160704	0	160704	0	1.07514450867052	201	5.1	5.1	133.082289513883	133.082289513883	7.38075819929913	7.38075819929913	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.7465215526971	12.7465215526971	0	0
317	161.34	11559400	11559400	0	7.34	3.47839431872894	0	149472	0	115372.000000034	0	1	74	4.9175	4.9175	143.082692772151	143.082692772151	7.93538164780138	7.93538164780138	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.7978017127653	12.7978017127653	0	0
318	161.34	11559400	11559400	0	7.34	3.47839431872894	0	149472	0	149472	0	1	104	4.735	4.735	143.082692772151	143.082692772151	7.93538164780138	7.93538164780138	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.8492881765536	12.8492881765536	0	0
319	161.35	11593500	11593500	0	7.35	3.48362379807692	0	149472	0	115372.000000034	0	1	227	4.5525	4.5525	143.082692772151	143.082692772151	7.93538164780138	7.93538164780138	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.9009817740368	12.9009817740368	0	0
320	161.36	11627600	11627600	0	7.36000000000001	3.48883821411426	0	406944	0	372843.999999937	0	2.72254335260116	166.5	4.37	4.37	52.5547894895588	52.5547894895588	2.91469432074233	2.91469432074233	46.1395833333333	46.1395833333333	0	0	0	0	0	0	12.9528833385282	12.9528833385282	0	0
321	161.41	11798100	11798100	0	7.41	3.5146866062917	0	265248	0	94748.000000069	0	2.45028901734104	30.5	4.1875	4.1875	80.6296607478247	80.6296607478247	4.47172972335387	4.47172972335387	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.0049937066939	13.0049937066939	0	0
322	161.45	11934500	11934500	0	7.44999999999999	3.53510071090047	0	235008	0	98608.0000000187	0	2.20526011560694	145.5	4.005	4.005	91.0048009175815	91.0048009175815	5.04713612157955	5.04713612157955	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.0573137185659	13.0573137185659	0	0
323	161.46	11968600	11968600	0	7.46000000000001	3.54016800757218	0	195264	0	161163.999999933	0	1.98473410404624	306.5	3.8225	3.8225	109.527901989302	109.527901989302	6.07442931446743	6.07442931446743	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.1098442175558	13.1098442175558	0	0
324	161.46	11968600	11968600	0	7.46000000000001	3.54016800757218	0	182304	0	182304	0	1.78626069364162	319	3.64	3.64	117.314245732617	117.314245732617	6.50626078232056	6.50626078232056	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.162586050468	13.162586050468	0	0
325	161.47	12002700	12002700	0	7.47	3.54522093572779	0	171072	0	136972.000000028	0	1.60763462427746	52.5	3.4575	3.4575	125.016696210011	125.016696210011	6.93343952055373	6.93343952055373	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.215540067514	13.215540067514	0	0
326	161.47	12002700	12002700	0	7.47	3.54522093572779	0	149472	0	149472	0	1.44687116184971	32	3.275	3.275	143.082692772151	143.082692772151	7.93538164780138	7.93538164780138	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.2687071223255	13.2687071223255	0	0
327	161.48	12036800	12036800	0	7.47999999999999	3.55025955639452	0	149472	0	115372.00000003	0	1.30218404566474	60	3.0925	3.0925	143.082692772151	143.082692772151	7.93538164780138	7.93538164780138	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.3220880719687	13.3220880719687	0	0
328	161.49	12070900	12070900	0	7.49000000000001	3.55528393025448	0	149472	0	115371.999999931	0	1.17196564109827	40	2.91	2.91	121.829621591422	121.829621591422	7.48900766258568	7.48900766258568	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.3756837769575	13.3756837769575	0	0
329	161.5	12105000	12105000	0	7.5	3.56029411764706	0	149472	0	115372.00000003	0	1.05476907698844	63.5	2.859375	2.859375	121.829621591422	121.829621591422	7.48900766258568	7.48900766258568	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.3905892437051	13.3905892437051	0	0
330	161.51	12139100	12139100	0	7.50999999999999	3.56529017857142	0	149472	0	115372.00000003	0	1	40.5	2.80875	2.80875	121.829621591422	121.829621591422	7.48900766258568	7.48900766258568	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.4055113206644	13.4055113206644	0	0
331	161.51	12139100	12139100	0	7.50999999999999	3.56529017857142	0	149472	0	149472	0	1	58.5	2.758125	2.758125	121.829621591422	121.829621591422	7.48900766258568	7.48900766258568	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.4204500263453	13.4204500263453	0	0
332	161.51	12139100	12139100	0	7.50999999999999	3.56529017857142	0	149472	0	149472	0	1	104.5	2.7075	2.7075	121.829621591422	121.829621591422	7.48900766258568	7.48900766258568	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.4354053792784	13.4354053792784	0	0
333	161.51	12139100	12139100	0	7.50999999999999	3.56529017857142	0	149472	0	149472	0	1	154	2.656875	2.656875	121.829621591422	121.829621591422	7.48900766258568	7.48900766258568	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.4503773980148	13.4503773980148	0	0
334	161.51	12139100	12139100	0	7.50999999999999	3.56529017857142	0	149472	0	149472	0	1	118	2.60625	2.60625	121.829621591422	121.829621591422	7.48900766258568	7.48900766258568	46.1395833333333	46.1395833333333	0	0	0	0	0	0	13.4653661011265	13.4653661011265	0	0
335	161.51	12139100	12139100	0	7.50999999999999	3.56529017857142	0	149472	0	149472	0	1	64.5	2.555625	2.555625	121.829621591422	121.829621591422	7.48900766258568	7.48900766258568	58.86875	58.86875	0	0	0	0	0	0	13.4803715072061	13.4803715072061	0	0
336	161.51	12139100	12139100	0	7.50999999999999	3.56529017857142	0	149472	0	149472	0	1	18	2.505	2.505	121.829621591422	121.829621591422	7.48900766258568	7.48900766258568	58.86875	58.86875	0	0	0	0	0	0	13.4953936348667	13.4953936348667	0	0
337	161.53	12207300	12207300	0	7.53	3.57524015932521	0	195264	0	127063.999999961	0	1.30635838150289	29.5	2.454375	2.454375	93.2589581208672	93.2589581208672	5.7327359541032	5.7327359541032	58.86875	58.86875	0	0	0	0	0	0	13.5104325027425	13.5104325027425	0	0
338	161.56	12309600	12309600	0	7.56	3.59006066262249	0	249696	0	147395.999999991	0	1.2787610619469	31	2.40375	2.40375	72.9291506412318	72.9291506412318	4.48303918902188	4.48303918902188	58.86875	58.86875	0	0	0	0	0	0	13.5254881294883	13.5254881294883	0	0
339	161.59	12411900	12411900	0	7.59	3.60475720260224	0	221184	0	118883.999999989	0	1.15088495575221	104.5	2.353125	2.353125	82.330173966078	82.330173966078	5.06093095948173	5.06093095948173	58.86875	58.86875	0	0	0	0	0	0	13.5405605337796	13.5405605337796	0	0
340	161.6	12446000	12446000	0	7.6	3.60962877030162	0	182304	0	148204.00000003	0	1.03579646017699	111	2.3025	2.3025	99.8887418735355	99.8887418735355	6.14027642477404	6.14027642477404	58.86875	58.86875	0	0	0	0	0	0	13.5556497343129	13.5556497343129	0	0
341	161.62	12514200	12514200	0	7.62	3.61933132808885	0	221184	0	152983.99999997	0	1.21327014218009	33.5	2.251875	2.251875	82.330173966078	82.330173966078	5.06093095948173	5.06093095948173	58.86875	58.86875	0	0	0	0	0	0	13.5707557498054	13.5707557498054	0	0
342	161.64	12582400	12582400	0	7.63999999999999	3.62898015689893	0	265248	0	197048.000000069	0	1.19921875	122	2.20125	2.20125	68.6531743821368	68.6531743821368	4.22018998575675	4.22018998575675	58.86875	58.86875	0	0	0	0	0	0	13.5858785989951	13.5858785989951	0	0
343	161.66	12650600	12650600	0	7.66	3.63857570179475	0	315360	0	247159.99999997	0	1.18892508143322	202	2.150625	2.150625	57.7439028364822	57.7439028364822	3.54958445377349	3.54958445377349	58.86875	58.86875	0	0	0	0	0	0	13.6010183006411	13.6010183006411	0	0
344	161.71	12821100	12821100	0	7.71000000000001	3.66233432358318	0	281664	0	111163.999999976	0	1.0700325732899	77.5	2.1	2.1	151.386809815951	151.386809815951	9.47766717791411	9.47766717791411	58.86875	58.86875	0	0	0	0	0	0	13.6161748735232	13.6161748735232	0	0
345	161.75	12957500	12957500	0	7.75	3.68110795454545	0	419040	0	282640.000000039	0	1.48773006134969	71	2.12857142857143	2.12857142857143	101.756907216495	101.756907216495	6.3705556701031	6.3705556701031	58.86875	58.86875	0	0	0	0	0	0	13.607618824357	13.607618824357	0	0
346	161.81	13162100	13162100	0	7.81	3.70888751127141	0	384480	0	179880.000000006	0	1.33895705521472	88	2.15714285714286	2.15714285714286	110.903595505618	110.903595505618	6.94318988764045	6.94318988764045	58.86875	58.86875	0	0	0	0	0	0	13.599068151589	13.599068151589	0	0
347	161.9	13469000	13469000	0	7.9	3.74972160356347	0	893376	0	586475.99999997	0	2.32359550561798	17.5	2.18571428571429	2.18571428571429	47.7293036750484	47.7293036750484	2.98812330754352	2.98812330754352	58.86875	58.86875	0	0	0	0	0	0	13.5905228518407	13.5905228518407	0	0
348	162.16	14488400	14488400	0	8.16	3.91832540025963	0	1105800.00000002	0	86400	0	2.09123595505618	137.5	2.21428571428571	2.21428571428571	42.3259862778731	42.3259862778731	2.64984519725558	2.64984519725558	58.86875	58.86875	0	0	0	0	0	0	13.5819829217359	13.5819829217359	0	0
349	162.37	15378800	15378800	0	8.37	4.0757977313686	0	976799.999999981	0	86400	0	1.88211235955056	52	2.24285714285714	2.24285714285714	70.6038626609442	70.6038626609442	4.42019957081545	4.42019957081545	58.86875	58.86875	0	0	0	0	0	0	13.5734483579004	13.5734483579004	0	0
350	162.47	15802800	15802800	0	8.47	4.14858762994854	0	510399.999999983	0	86400	0	1.69390112359551	214.5	2.27142857142857	2.27142857142857	101.756907216495	101.756907216495	6.3705556701031	6.3705556701031	58.86875	58.86875	0	0	0	0	0	0	13.5649191569623	13.5649191569623	0	0
351	162.52	16014800.0000001	16014800.0000001	0	8.52000000000001	4.18446906354516	0	453600	0	241599.99999994	0	1.52451101123596	198.5	2.3	2.3	94.004	94.004	5.88518	5.88518	58.86875	58.86875	0	0	0	0	0	0	13.5563953155516	13.5563953155516	0	0
352	162.56	16184400	16184400	0	8.56	4.21293211162016	0	501984	0	332384.000000024	0	1.37205991011236	227	2.32857142857143	2.32857142857143	84.943373493976	84.943373493976	5.31793373493976	5.31793373493976	58.86875	58.86875	0	0	0	0	0	0	13.5478768303005	13.5478768303005	0	0
353	162.59	16311600	16311600	0	8.59	4.23413975703458	0	441504	0	314303.999999989	0	1.23485391910112	66	2.35714285714286	2.35714285714286	96.5794520547945	96.5794520547945	6.04641780821918	6.04641780821918	58.86875	58.86875	0	0	0	0	0	0	13.5393636978434	13.5393636978434	0	0
354	162.63	16481200	16481200	0	8.63	4.26223233681597	0	281664	0	112064.000000041	0	1.11136852719101	96	2.38571428571429	2.38571428571429	151.386809815951	151.386809815951	9.47766717791411	9.47766717791411	58.86875	58.86875	0	0	0	0	0	0	13.5308559148167	13.5308559148167	0	0
355	162.65	16566000	16566000	0	8.65	4.27620030975736	0	362880	0	278079.999999965	0	1.28834355828221	60.5	2.41428571428571	2.41428571428571	117.505	117.505	7.356475	7.356475	58.86875	58.86875	0	0	0	0	0	0	13.5223534778589	13.5223534778589	0	0
356	162.69	16735600	16735600	0	8.69	4.30398107190618	0	281664	0	112064.000000048	0	1.15950920245399	63.5	2.44285714285714	2.44285714285714	151.386809815951	151.386809815951	9.47766717791411	9.47766717791411	58.86875	58.86875	0	0	0	0	0	0	13.5138563836108	13.5138563836108	0	0
357	162.72	16862800	16862800	0	8.72	4.32468198604842	0	249696	0	122496.000000004	0	1.04355828220859	35	2.47142857142857	2.47142857142857	170.768512110727	170.768512110727	10.6910709342561	10.6910709342561	58.86875	58.86875	0	0	0	0	0	0	13.5053646287151	13.5053646287151	0	0
358	162.76	17032399.9999999	17032399.9999999	0	8.76	4.35210547833196	0	255999.999999952	0	86400	0	1.02524669998699	71	2.5	2.5	170.768512110727	170.768512110727	10.6910709342561	10.6910709342561	58.86875	58.86875	0	0	0	0	0	0	13.4968782098167	13.4968782098167	0	0
359	162.79	17159599.9999999	17159599.9999999	0	8.79	4.37254102537966	0	362880	0	235680.000000007	0	1.41750000000027	195.5	2.52857142857143	2.52857142857143	117.505	117.505	7.356475	7.356475	58.86875	58.86875	0	0	0	0	0	0	13.4883971235626	13.4883971235626	0	0
360	162.84	17371600	17371600	0	8.84	4.40635146103896	0	419040	0	207039.999999944	0	1.27575000000024	187	2.55714285714286	2.55714285714286	101.756907216495	101.756907216495	6.3705556701031	6.3705556701031	58.86875	58.86875	0	0	0	0	0	0	13.4799213666019	13.4799213666019	0	0
361	162.9	17626000	17626000	0	8.9	4.44651866801211	0	374112	0	119711.999999978	0	1.14817500000022	143	2.58571428571429	2.58571428571429	113.977136258661	113.977136258661	7.13561085450347	7.13561085450347	58.86875	58.86875	0	0	0	0	0	0	13.4714509355858	13.4714509355858	0	0
362	162.94	17795600	17795600	0	8.94	4.47305449426905	0	333504	0	163904.000000022	0	1.0333575000002	76.5	2.61428571428571	2.61428571428571	127.85518134715	127.85518134715	8.00445466321244	8.00445466321244	58.86875	58.86875	0	0	0	0	0	0	13.4629858271676	13.4629858271676	0	0
363	162.99	18007600	18007600	0	8.99	4.50595535982385	0	333504	0	121503.99999994	0	1	86	2.64285714285714	2.64285714285714	127.85518134715	127.85518134715	8.00445466321244	8.00445466321244	58.86875	58.86875	0	0	0	0	0	0	13.4545260380028	13.4545260380028	0	0
364	163.02	18133000.0000001	18133000.0000001	0	9.02000000000001	4.52646030953571	0	315360	0	189959.999999989	0	1	191.5	2.67142857142857	2.67142857142857	135.211232876712	135.211232876712	8.46498493150685	8.46498493150685	58.86875	58.86875	0	0	0	0	0	0	13.4460715647489	13.4460715647489	0	0
365	163.06	18299000	18299000	0	9.06	4.55425584868094	0	281664	0	115664.000000026	0	1	207	2.7	2.7	151.386809815951	151.386809815951	9.47766717791411	9.47766717791411	58.86875	58.86875	0	0	0	0	0	0	13.4376224040655	13.4376224040655	0	0
